"Stanza_text","ST_Correct","Title","Author","Year","Copyrighted","Tipo de rima","Información métrica",
"¿Que al fin, las riquezas		
de la Arabia envidias,		
Icio, y a los reyes,		
no vencidos antes,		
de Saba preparas	
guerra luctuosa,		
y al medo terrible		
pesadas cadenas?		
¿Cuál servirte puede		
bárbara cautiva,
que llore a tus manos		
su esposo difunto?		
¿Cuál en regio alcázar		
llenará tus copas,		
ungido el cabello
de aromas süaves,		
mancebo ministro;		
enseñado solo		
a tirar saetas		
séricas, doblando	
el arco paterno?		
¿Quién ya dudaría		
poder los arroyos		
subir a las cumbres,		
y el rápido Tíber	
volver a su fuente;		
si tú de Panecio		
las preciadas obras		
y las que produjo		
socrática escuela
(No a costa de leve		
afán adquiridas)		
dar quieres en cambio		
de arneses íberos?		
¡Tú, que prometiste	
virtudes mayores!","None",,"Leando Fernández de Moratín",1828,"No",,,
"Los automóviles llegaron aquí un año de repente,		
y con ellos el tiempo, hacia mil novecientos		
cincuenta y ocho entonces.		
Están los mismos tilos al borde del jardín,		
los mismos ojos detrás de la ventana,		
siempre conventual		
a las fuentes vacías del invierno.		
Nos fue dado el amor		
de pronto por la vida y sus cosas pequeñas,		
armarios diminutos donde encerrar la infancia.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Era blanco el tejado, y se posan aún		
de día las palomas		
y sus ojos nos miran como un fuego tardío		
cada vez que salimos huyendo de la casa.		
Yo he buscado su piel en todas mis amantes,		
la marejada rubia de sus hombros,		
la formación de almendras que estallaba en su boca		
y que luego ponía en las manos de él,		
él, que estaba allí,		
allí también entre nosotros,		
como un inmenso capitán de plomo.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Yo me pregunto entonces si este rostro es mi rostro		
o es la vieja pasión de una guerra perdida.		
Dos minutos ahora para salir a escena.		
Sentir sobre el escote		
cómo arden los focos: canta,		
canta para París		
y para Siena,		
tú que crees que el tiempo no es asunto		
de tilos y palomas,		
mi viejo capitán de plomo herido,		
cierra tu dulce corazón desperdiciado		
a las nieves de un parque,		
como si amaneciese y abrieras la ventana		
y por primera vez		
notases que el invierno se ha convertido		
en éxito.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Sólo más tarde se darían cuenta		
de que los dos buscaban una historia		
no demasiado cerca del amor,		
tal vez alguna excusa		
para mirar los árboles de enero		
temblando sobre el parque,		
atravesar las calles		
de una ciudad tomada por los himnos		
y la ropa de invierno		
o verse acompañados		
—ilusionadamente—		
sobre el cristal celeste de los escaparates.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Esta ciudad me mira con tus ojos,		
parpadea,		
porque ahora después de tanto tiempo		
veo otra vez el piano que sale de la casa		
y me llega de forma diferente,		
huyendo del salón,		
abordando las calles		
de esta ciudad antigua y tan hermosa		
que sigue solitaria como tú la dejaste,		
cargando con sus plazas,		
entre el cauce perdido del anhelo		
y al abrigo del mar.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Aquí		
no tuvimos batallas sino espera.		
La guerra fue un camión que nos buscaba,		
detenido en la puerta,		
partiendo con sus ojos encendidos		
de espía		
y al abrigo del mar.		
Más tarde		
entre canciones tristes de marineros rubios		
todo quedó dormido.		
De balcón a balcón		
oímos la posguerra por la radio,		
y lejos,		
bajo las cruces frías de las plazas,		
ancianas sombras negras paseaban		
sosteniendo en las manos		
nuestra supervivencia.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Ya sé que tus palabras no tendrán		
ese tono lujoso, que los aires		
inquietos de tu pelo		
guardarán la nostalgia artificial		
del sótano sin luz donde me esperas,		
y que, por fin, mañana		
al despertarte,		
entre olvidos a medias y detalles		
sacados de contexto,		
tendrás piedad o miedo de ti misma,		
vergüenza o dignidad, incertidumbre		
y acaso el lujurioso malestar,		
el golpe que nos dejan		
las historias contadas una noche de insomnio.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Borrosa gravedad del parabrisas		
en la despreocupada seducción.		
Porque los coches saben su camino		
y van como animales en querencia		
a la casa, sin dudas, entre besos		
que nos duran el tiempo de un semáforo		
y un poco más; porque decir mañana		
es casi discutir el más allá,		
y hablamos del dolor de los horarios,		
alejados, cayendo en la imprudencia,		
como los vivos hablan de la muerte.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Recuerda que tú existes tan sólo en este libro,
agradece tu vida a mis fantasmas,		
a la pasión que pongo en cada verso		
por recordar el aire que respiras,		
la ropa que te pones y me quitas,		
los taxis en que viajas cada noche,		
sirena y corazón de los taxistas,		
las copas que compartes por los bares		
con las gentes que viven en sus barras.		
Recuerda que yo espero al otro lado		
de los tranvías cuando llegas tarde,		
que, centinela incómodo, el teléfono		
se convierte en un huésped sin noticias,		
que hay un rumor vacío de ascensores		
querellándose solos, convocando		
mientras suben o bajan tu nostalgia.		
Recuerda que mi reino son las dudas		
de esta ciudad con prisa solamente,		
y que la libertad, cisne terrible,		
no es el ave nocturna de los sueños,		
sí la complicidad, su mantenerse		
herida por el sable que nos hace		
sabernos personajes literarios,		
mentiras de verdad, verdades de mentira.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Si alguna vez no hubieses existido,		
si el calor de tus muslos no me hubiese		
buscado como un látigo preciso		
y mis ambigüedades electivas		
—los días más oscuros de mí mismo—		
no te hubiesen tenido como saldo		
de afirmación o excusa,		
es posible
que este volver a casa en soledad		
y demasiado pronto,		
me recordase ahora un poco menos		
al joven que apostaba por el mundo,		
con el mundo a su espalda.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Quien conozca los vientos, quien de la lejanía		
haga una voz donde guardar memoria,		
quien conozca la piel de su desnudo		
como conoce el rastro de su nombre,		
y no le tenga miedo, y le acompañe		
más allá del invierno encerrado en sus sílabas,		
quien todo lo decida sin la noche,		
de golpe, como un beso,		
que suba entre la niebla por el puente,		
que le roce los dedos a su propio vacío,		
que salga al mar, que pierda		
el temor de alejarse.","None",,"Luis García Montero","-","Sí","Verso libre",,
"En la debilitada		
sombra violeta de las olas,		
mientras se van hundiendo con el puerto		
los antiguos letreros y las luces,		
flotarán esperando		
nuestras conversaciones en el agua.		
Serán el obligado desengaño		
que con la brisa caiga desde la arboladura,		
devolviendo al recuerdo		
la tempestad de hablar		
o palabras partidas como mástiles.		
Porque los sueños dejan		
igual que los naufragios algún resto,		
con maderas y cuerpos hundidos en las sábanas,		
llenos de dominada libertad.","None",,"Luis García Montero","-","Sí","Verso libre",,
"No es la ciudad inmunda		
quien empuja las velas. Tampoco el corazón,		
primitiva cabaña del deseo,		
se aventura por islas encendidas		
en donde el mar oculta sus ruinas,		
algas de Baudelaire, espumas y silencios.		
Es la necesidad, la solitaria		
necesidad de un hombre,		
quien nos lleva a cubierta,		
quien nos hace temblar, vivir en cuerpos		
que resisten la voz de las sirenas,		
amarrados en proa,		
con el timón gimiendo entre las manos.","None",,"Luis García Montero","-","Sí","Verso libre",,
"¿Conoces ya la tinta meditada		
de la primera luz?		
Mira el esfuerzo		
que en la copa más alta del bosque más oscuro		
raya un momento, avisa y mientras cae		
forma la claridad.		
Así comienza el día.		
Así también, contigo,		
cobran todas las cosas		
un impreciso afán por empezar de nuevo,		
por ser tu compañía		
cuando el tiempo aparezca.		
","None",,"Luis García Montero","-","Sí","Verso libre",,
"Irene no conoce todavía		
la palabra resaca.		
Descentrada		
con el raro bullicio de la gente		
que hubo anoche en la casa,		
duerme poco, penetra		
ese olvido absoluto al que recurro		
en mañanas difíciles,		
salta por los barrotes		
de su horario, se anuncia		
con un grito de selva inexplorada,		
corre por el pasillo hasta la cama,		
de mi pelo se cuelga, con mi espalda fabrica		
una pista de baile,		
insiste repartida, telefónica,		
parece que se escapa por fin, pero regresa		
con urgencia de liebre despiadada.		
Irene no conoce todavía		
la palabra resaca.		
Están así las cosas...		
Es la primera vez		
que la ira no afecta al importuno.		
Juro que no repetiré, sé que no debo		
acostarme tan tarde, tan borracho,		
bajo un sol que ya tenga		
mala cara de sueño y aspirina.","None",,"Luis García Montero","-","Sí","Verso libre",,
"A luz abierta, toda,		
alejado de mí para mirarnos,		
para mirarte hundida y encerrada		
con tus propios sentidos,		
hasta que abres los ojos		
llenos de solitaria claridad,		
y está la habitación, conmigo, atenta,		
y en tus ojos comprendes		
que nos gusta mirarte como a un río,		
un desmayado atardecer,		
un paisaje infinito.","None",,"Luis García Montero","-","Sí","Verso libre",,
"Ni tú ni yo creemos		
en la inmortalidad. Pero hay momentos		
—oscuros, de penumbra o luz abierta—		
donde se roza el mundo de los libros		
y las ventajas de la eternidad.		
Escribo este poema celebrando		
que pasado y presente		
coincidan todavía con nosotros		
y haya recuerdos vivos		
y besos tan dorados como el beso		
aquel de la memoria.","None",,"Luis García Montero","-","Sí","Verso libre",,
"He regresado hoy		
recobrando paisajes		
a la casa perdida		
en el filo del tiempo.		
Allí estaban los años		
de tristeza y de juego,		
las nostalgias heridas		
de mi madre y su ausencia,		
las tardes de verano		
bajo el nogal antiguo		
de canciones y cuentos.		
Allí estaba el misterio		
de las viejas alcobas,		
el desván polvoriento		
con el eco sonoro		
de temores y risas,		
la soledad atroz		
de tanta despedida.		
Y todo lo cubría		
la presencia de ella,		
amorosa y distante,		
como diosa que sabe		
acariciar la aurora		
—constante su palabra		
inventando mi mundo—		
o amasar los silencios		
en la casa perdida		
en el filo del tiempo.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Mientras todos dormían		
he regresado al tiempo		
de las voces perdidas,		
allí estaba su sombra		
recorriendo la noche,		
levemente amorosa		
en el gesto del agua.		
He seguido su rastro		
por las viejas estancias,		
la mirada y las manos		
como alados recuerdos		
entre tules y linos		
del salón y la mesa,		
la caricia ligera		
de su voz olvidada.		
Sólo el áspero aroma		
de la noche en silencio		
se ha quedado en mi boca		
y un sabor de nostalgias.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"El pueblo de caminos		
y cuestas empinadas		
testigo fue en silencio,		
en muda lejanía,		
de risas y promesas,		
de futuros abiertos		
a un incierto mañana		
con la aurora vencida.		
Las paredes de piedra,		
los pasillos oscuros,		
las ventanas sin rejas		
abiertas al paisaje		
y nosotros hundidos		
en la inmensa penumbra		
vagando como sombras		
por fin reconocidas.		
Seguimos las estrellas		
bajo el cielo en la noche,		
cruzamos las distancias		
de tiempos y de mares,		
abrimos esperanzas		
entre el alba y el día.		
Después, tras tanto tiempo		
tentando la memoria,		
nos quedan los caminos,		
las paredes de piedra,		
la mudez de las cosas,		
la palabra encendida.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Apenas queda nada		
de mi mirar de niño		
ni queda apenas tiempo		
testigo de los días		
cuando sin más ni más		
allí fuimos felices.		
He buscado en el último		
rescoldo del invierno		
y en las vasijas tristes		
quebradas por la espera,		
en el vértice mismo		
del recuerdo olvidado		
y en la vieja memoria		
verdecida de hiedra,		
he buscado sin rumbo		
un atisbo de nada,		
un resquicio de vida		
en el umbral del miedo,		
y sólo a ti te encuentro,		
viejo nogal, eterno.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"De todas esas cosas		
que a veces nos rodean		
yo prefiero sin duda		
las que menos importan,		
aquellas que guardamos		
en armarios perdidos,		
antiguas alacenas,		
aquellas que olvidadas		
regresarán un día,		
después de mucho tiempo		
tanto dolor		
cuanta ternura		
pondrán en nuestras manos,		
nos dirán que son ellas,		
esas cosas humildes		
que a veces nos rodean,		
las que hicieron posible		
el recuerdo constante,		
la mirada furtiva,		
el paso de los días,		
la voz de la existencia,		
esas cosas sencillas		
de tanto cotidiano		
manejo en las palabras		
después de este camino,		
al fin sobre el ocaso,		
serán la voz sincera		
y el eco del pasado.		
","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Subimos una noche,		
era invierno en Cerralbo,		
entre risas y besos		
y por calles oscuras		
a la vieja alameda		
en el arco del tiempo.		
Aún recuerdo tus manos		
y el calor de tu boca,		
aún recuerdo tu risa		
y el sabor de tus labios,		
aún recuerdo tus ojos		
y la luna de enero		
reflejando silencios,		
bajo el cielo en la noche		
que ocultaba los besos.		
Cuando ahora te busco,		
un septiembre de lluvia		
en el fondo de un verso,		
sólo encuentro el aroma		
—me llegó en una carta—		
de la flor del romero.		
","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Yo hice el mundo en mi lengua castellana		
y aprendí el nombre exacto de las cosas		
—madre, tierra, silencio,		
hermano y compañía—,		
supe entonces que sólo las palabras		
eran de cuanto existe la medida.		
El mundo se hizo en mí		
a fuerza de palabras		
y el verbo transformado en realidades		
fue de pronto madera,		
canción y sentimiento.		
Nada quedaba fuera de los nombres,		
las plantas se nombraban una a una,		
los pájaros, el fruto de los árboles,		
el nombre conseguido de los nombres.		
Supe entonces que todo era ya mío,		
que nada se escapaba a la palabra,		
era entonces mi mundo		
de luz y de esperanza.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Cae el agua. El aire en mil colores		
transparenta la dulce		
caricia de las rosas		
los mirtos y geranios		
las adelfas amargas que iluminan		
la tarde primavera		
el agua
el aire
tu voz azul de nuevo imaginada		
en el rozar de un pétalo		
los labios de la tarde		
la música del agua siempre siempre		
mientras en mil colores		
el aire se desangra.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
"Cae el agua. Y un tiempo sin contorno		
de insomnes labios traslúcidos de amor		
acaricia la umbría soledad		
con sus dedos de sombra		
y el corazón vacío		
tembloroso
con límite en la luz y su fragancia		
precipita los sueños		
por senderos de sal:		
salobre soledad de la memoria		
la eternidad al fin todo lo vence		
y canta con el agua		
y con el agua muere.","None",,"Ramón García Mateos","-","Sí","Verso libre",,
